addres,code,dastresi,tejary,darmany,farhangi_honary,tafrihy,rest,parks
آنالیز قیمت فروش آپارتمان در تهران - دیباجی جنوبی ,10265828,5.0,2.0,4.0,2.0,1.0,4.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10150984,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10132785,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,3945121,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - پاسداران ,10052826,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,10346352,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,3884568,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - ونک ,10415952,4.0,7.0,7.0,7.0,5.0,12.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - سئول ,10348065,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10322293,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10269338,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10415947,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10415945,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3970904,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ونک ,10264107,4.0,7.0,7.0,7.0,5.0,12.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10415941,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ونک ,10181693,4.0,7.0,7.0,7.0,5.0,12.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10354308,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10415940,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سئول ,10164608,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10415939,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10415938,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10415937,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,10415935,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گیشا ,10219306,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10415933,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10264127,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10415932,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10415926,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10299220,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10415925,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10415924,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10296648,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10298073,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10299033,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,3841884,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10415918,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10301593,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10301590,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10415915,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه شمالی ,10415914,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10415913,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10273216,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10335358,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10178547,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10274593,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10272027,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10299509,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10250548,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10274528,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10274530,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10415909,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10273068,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10415903,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10415901,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,3947012,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10415900,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10000630,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10352412,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10199464,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10332736,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10415899,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10179143,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10127820,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10301937,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10299629,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10273774,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میرداماد ,3905912,5.0,8.0,6.0,8.0,3.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10415897,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10415896,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - میرداماد ,10348633,5.0,8.0,6.0,8.0,3.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - ازگل ,10415895,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10273463,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مینی سیتی ,10415894,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10273785,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اقدسیه ,10133038,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10302134,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - دیباجی شمالی ,10332268,5.0,2.0,4.0,2.0,1.0,4.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10251856,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10273833,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهیدعراقی ,3493313,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10241133,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,3332557,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10182991,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10299061,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10150777,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10117710,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیاوران ,3825702,0.0,5.0,3.0,3.0,0.0,11.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10415888,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آجودانیه ,2775335,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10080084,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10275005,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,3792210,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10268319,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10415887,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,3535007,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جردن ,3856944,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10245551,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولنجک ,10202423,5.0,5.0,4.0,7.0,4.0,4.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - شیخ بهایی ,10117135,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تجریش ,10259823,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر( از همت تا خیابان انقلاب) ,10275985,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10202080,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیاوران ,10178337,0.0,5.0,3.0,3.0,0.0,11.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10276382,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10276343,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10151559,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10335563,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10335565,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349724,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349723,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349722,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10299382,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10299705,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10185266,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10273679,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - جلفا ,10261413,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10415873,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آپادانا ,10415872,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10335277,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10146106,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - کن ,3590095,4.0,2.0,5.0,9.0,3.0,8.0,1.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10003188,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10273217,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10415869,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بنی هاشم ,10351107,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10350763,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10273539,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10117283,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10354015,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10255697,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10296678,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10265617,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیروی دریایی ,3993355,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10415867,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10273874,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مفتح(از بهشتی تا هفت تیر) ,10415866,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10415865,,,,,,,
